date,close,volume,open,high,low
10-11-2010,29.36,3060252,24.48,29.97,24.05
09-11-2010,24.63,956249,25,25.69,24.0501
08-11-2010,24.98,509375,24.5,25,24.03
05-11-2010,24.44,1010946,24.87,24.97,23.72
04-11-2010,24.9,1873358,22.6,25.33,22.151
03-11-2010,21.77,372599,21.28,22.5,21.16
02-11-2010,21.25,322465,21.68,21.8792,21.05
01-11-2010,21.41,455284,21.94,22.75,21.31
29-10-2010,21.84,280532,21.14,21.85,21.052
28-10-2010,21.19,224190,21.39,21.5,20.96
27-10-2010,21,356500,21.25,21.38,20.65
26-10-2010,21.36,660841,20.8,21.87,20.51
25-10-2010,20.85,118414,20.94,20.98,20.73
22-10-2010,20.72,161021,20.68,20.93,20.55
21-10-2010,20.75,416599,20.61,20.95,20.45
20-10-2010,20.65,312444,20.16,20.69,20.04
19-10-2010,20.05,245127,20.2,20.4061,20
18-10-2010,20.23,162729,20.52,20.6399,20.22
15-10-2010,20.54,284645,20.89,20.9,20.25
14-10-2010,20.75,294620,21,21.0299,20.4
13-10-2010,20.54,315259,20.64,20.85,20.36
12-10-2010,20.24,243912,20.2,20.2829,20.03
11-10-2010,20.24,170994,20.44,20.699,20.07
08-10-2010,20.43,266399,20.43,20.79,20.39
07-10-2010,20.43,140920,20.57,20.64,20.34
06-10-2010,20.46,313357,21.06,21.258,20.32
05-10-2010,21.12,331936,21.15,21.28,21.01
04-10-2010,20.99,643599,20.43,21.17,20.3
01-10-2010,20.6,597641,20.69,20.75,20.31
30-09-2010,20.405,2077537,22,22.1499,20.19
29-09-2010,21.98,1969097,21.19,22.03,21.13
28-09-2010,21.4,1214465,21.04,21.49,20.76
27-09-2010,20.53,416297,20.4,20.81,20.05
24-09-2010,20.1,578887,19.95,20.19,19.65
23-09-2010,19.56,668076,19.89,20.14,19.5
22-09-2010,19.87,962816,20.87,20.95,19.8
21-09-2010,20.77,796000,20.89,21.55,20.67
20-09-2010,21.055,947475,20.67,21.35,20.16
17-09-2010,20.23,1198458,21.02,21.32,19.8
16-09-2010,20.94,2684080,22.15,23.16,20.84
15-09-2010,21.98,684558,20.98,22,20.79
14-09-2010,21.12,654629,20.54,21.6,20.53
13-09-2010,20.72,360703,20.89,20.8995,20.5
10-09-2010,20.17,386571,20.75,20.93,19.76
09-09-2010,20.71,376197,21,21.05,20.69
08-09-2010,20.9,288382,20.66,20.95,20.6
07-09-2010,20.54,243335,20.61,21,20.5
03-09-2010,21.05,434556,20.87,21.3,20.66
02-09-2010,21.06,487060,20.37,21.24,20.3103
01-09-2010,20.45,494885,19.62,20.69,19.6
31-08-2010,19.48,201012,19.66,19.79,19.33
30-08-2010,19.87,732631,19.7,20.19,19.61
27-08-2010,19.7,379542,19.75,19.865,19.5
26-08-2010,19.75,433286,19.89,20.27,19.6
25-08-2010,19.9,503289,19.16,19.98,18.56
24-08-2010,19.2,672974,19.25,19.71,18.95
23-08-2010,20.13,1088029,19.09,20.3891,19
20-08-2010,19.1,295599,18.65,19.11,18.5101
19-08-2010,18.79,579082,18.54,19.25,18.33
18-08-2010,18.77,599732,19.59,19.59,18.6
17-08-2010,19.15,447881,18.96,19.4,18.78
16-08-2010,18.78,485711,18.45,18.8,18.2616
13-08-2010,18.32,633871,18.18,18.45,17.6604
12-08-2010,17.6,690241,17.8,17.9,17.39
11-08-2010,17.9,795712,18.69,18.88,17.85
10-08-2010,19.03,1281286,19.65,19.65,18.82
09-08-2010,19.6,812656,19.9,19.98,19.45
06-08-2010,19.59,741838,20.1,20.1601,19.52
05-08-2010,20.45,796180,21.54,21.55,20.05
04-08-2010,21.26,912526,21.95,22.18,20.85
03-08-2010,21.95,1230349,21,21.95,20.82
02-08-2010,20.92,718245,20.5,20.97,20.333
30-07-2010,19.94,426830,20.2,20.44,19.55
29-07-2010,20.35,615910,20.77,20.88,20
28-07-2010,20.72,467183,20.55,20.9,20.51
27-07-2010,20.55,619675,20.91,21.18,20.26
26-07-2010,20.95,922178,21.5,21.5,20.3
23-07-2010,21.29,653549,21.19,21.56,21.06
22-07-2010,21,957271,20.5,21.25,20.37
21-07-2010,20.22,1251492,20.66,20.9,19.5
20-07-2010,20.3,1824154,21.85,21.85,20.05
19-07-2010,21.91,2482680,21.37,22.25,20.92
16-07-2010,20.64,2620110,20.7,21.3,20.05
15-07-2010,19.89,3741526,19.94,21.5,19
14-07-2010,19.84,4193210,17.94,20.15,17.7601
13-07-2010,18.14,2675060,17.394,18.64,16.9
12-07-2010,17.05,2198870,17.95,18.07,17
09-07-2010,17.4,4048537,17.58,17.9,16.55
08-07-2010,17.46,7710937,16.14,17.52,15.57
07-07-2010,15.8,6910699,16.4,16.63,14.98
06-07-2010,16.11,6858092,20,20,15.83
02-07-2010,19.2,5135795,23,23.1,18.71
01-07-2010,21.96,8216789,25,25.92,20.27
30-06-2010,23.83,17165210,25.79,30.4192,23.3
29-06-2010,23.89,18751150,19,25,17.54
